1.5803024723851576e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6688963210702342,0.8903703537991745,0.963701220823138,0.9879813406738818,0.9960205776813187,0.9986823986302693,0.9995637373391193,0.9998555518280027,0.999952172678837,0.9999841641980095,0.999994756707702,0.9999982639266303,0.9999994251797202,0.9999998096748904,0.9999999369826559,0.9999999791347254,0.9999999930914307,0.9999999977125472,0.999999999242616,0.9999999997492273,0.999999999916968,0.9999999999725075,0.9999999999908971,0.9999999999969857,0.9999999999990019,0.9999999999996694,0.9999999999998904,0.9999999999999636,0.9999999999999878,0.9999999999999958,0.33110367892976433,0.1096296462008249,0.03629877917686174,0.01201865932611809,0.003979422318681238,0.0013176013697305763,0.00043626266088069216,0.00014444817199728594,4.7827321162980936e-05,1.5835801990418428e-05,5.243292297830848e-06,1.7360733695158982e-06,5.748202795387084e-07,1.9032510927870262e-07,6.301734387488812e-08,2.086527439335759e-08,6.9085691135197336e-09,2.2874526496269333e-09,7.573839876691179e-10,2.507726246797412e-10,8.303173860633567e-11,2.7492114120492394e-11,9.10274012685199e-12,3.013950744342296e-12,9.9793017956484e-13,3.3041835376896014e-13,1.094027325188195e-13,3.6223647221950246e-14,1.1993782859441712e-14,3.971185629045916e-15,1.3148741714901185e-15,4.3535967551010586e-16,1.4414919021906508e-16,4.772832719627903e-17,0.0,
3.752029181091036e-16,3.499959614906557e-18,1.1588495046011669e-18,3.8369933429938276e-19,1.2704426118942764e-19,4.206482226673354e-20,1.39278174060422e-20,4.611551582602598e-21,1.5269016945741032e-21,5.05562768437579e-22,1.6739369255959968e-22,5.542466743612159e-23,1.8351311291558642e-23,6.076186681820416e-24,2.011847764214785e-24,6.661301961781391e-25,2.205581586007884e-25,7.302761773069578e-26,2.4179712894109952e-26,8.005991894705298e-27,2.650813369818809e-27,8.77694058903217e-28,2.9060773187765363e-28,9.622128915012606e-29,3.185922282897148e-29,1.0548705886515636e-29,3.492715326973402e-30,1.1564508942152727e-30,3.829051455762941e-31,1.2678130238144846e-31,4.1977755638004655e-32,1.3898989324958053e-32,4.602006498899152e-33,1.5237412822441998e-33,5.0451634428821295e-34,0.4474222883412939,0.7437086197512475,0.8908608612709066,0.9558243926441341,0.9827114729365651,0.9933943663771698,0.9975210359169353,0.9990825850213281,0.9996642490062837,0.9998782391010835,0.9999561772994905,0.9999843288895505,0.9999944267425067,0.9999980273661746,0.9999993047016136,0.9999997558274407,0.9999999145324506,0.9999999701713111,0.9999999896169999,0.9999999963944093,0.9999999987506357,0.9999999995679413,0.9999999998508547,0.9999999999486011,0.9999999999823139,0.9999999999939229,0.9999999999979144,0.999999999999285,0.999999999999755,0.999999999999916,0.5525777116586773,0.25629138024874243,0.10913913872908976,0.04417560735586454,0.017288527063434228,0.006605633622829775,0.0024789640830645008,0.0009174149786717145,0.00033575099371603963,0.00012176089891629294,4.382270050929486e-05,1.5671110449242034e-05,5.573257492918735e-06,1.97263382493209e-06,6.95298386097841e-07,2.4417255887076163e-07,8.546754899969678e-08,2.982868856486743e-08,1.0382999884467213e-08,3.6055903461478317e-09,1.2493638528090378e-09,4.3205834198057903e-10,1.4914489592457423e-10,5.1398444299000994e-11,1.768572582446175e-11,6.076824506272589e-12,2.0852380355342806e-12,7.146598493721863e-13,2.446491025409188e-13,8.366052935571949e-14,2.85798235468704e-14,9.754095204823374e-15,3.326037669970991e-15,1.1331886112588087e-15,1.0570585099566274e-17,
4.589295706966252e-15,8.54388134755949e-17,2.9064255635465296e-17,9.87993703936769e-18,3.3562629402517925e-18,1.1394080118336923e-18,3.865784503436251e-19,1.310821969917705e-19,4.442313659230799e-20,1.5046833031190648e-20,5.094030797992621e-21,1.7237256939414493e-21,5.830070433395154e-22,1.971001158092845e-22,6.660629102997361e-23,2.2499160037468266e-23,7.5970852021054e-24,2.5642707643965657e-24,8.652132048631502e-25,2.9183045371368845e-25,9.839925615926057e-26,3.3167442045309126e-26,1.1176248524619173e-26,3.764859069455929e-27,1.2678692054914078e-27,4.268521488995065e-28,1.4366858129246086e-28,4.8342741561192884e-29,1.626258342365669e-29,5.4694047472183964e-30,1.8390187996729828e-30,6.182028730187854e-31,2.077675107981255e-31,6.981181212529516e-32,2.345241695405305e-32,0.299279122636317,0.5965563782315882,0.7934155642110653,0.9020502320592718,0.9560042393350532,0.9810143577578736,0.9920556140515604,0.9967559290815051,0.9987012935796847,0.9994885481090484,0.99980134355416,0.9999237417718124,0.9999710226886647,0.9999890860181027,0.9999959212579093,0.9999984861873615,0.9999994416021367,0.999999795160113,0.9999999252316091,0.9999999728321443,0.9999999901689277,0.9999999964558932,0.9999999987267705,0.9999999995440484,0.9999999998372024,0.9999999999420321,0.9999999999794115,0.9999999999927047,0.9999999999974205,0.9999999999990896,0.7007208773633622,0.4034436217682987,0.20658443578889463,0.09794976794071393,0.043995760664941534,0.018985642242124297,0.00794438594843881,0.003244070918494263,0.0012987064203148486,0.000511451890951266,0.0001986564458395795,7.625822818717982e-05,2.897731133483125e-05,1.0913981896771605e-05,4.078742090300858e-06,1.5138126378392542e-06,5.583978626957372e-07,2.0483988668846632e-07,7.476839049850031e-08,2.716785527953543e-08,9.831071716507738e-09,3.5441062485965923e-09,1.2732290896186532e-09,4.5595106599346754e-10,1.6279699230182476e-10,5.796744862587009e-11,2.058804354872238e-11,7.29481030500987e-12,2.5789834137262895e-12,9.098711164884495e-13,3.2037861284859705e-13,1.1260301576246075e-13,3.9508047138721757e-14,1.383924544811108e-14,2.5097185157799577e-16,
3.8518839002583454e-14,1.0735595356178604e-15,3.7490048546241197e-16,1.307395835071983e-16,4.5533349014257456e-17,1.5838405199927172e-17,5.5027351333161e-18,1.9096562461426344e-18,6.6200868122602775e-19,2.292582810957017e-19,7.931563875609694e-20,2.7414693564019674e-20,9.467077162226919e-21,3.2664236194726468e-21,1.1260775803805568e-21,3.878980350005642e-22,1.3351612878085926e-22,4.592291271633569e-23,1.5783983277223615e-23,5.421339248119981e-24,1.8608442702198325e-24,6.38317963748579e-25,2.1882517764559566e-25,7.497212174182324e-26,2.5671618373039386e-26,8.785487119434109e-27,3.00500649191461e-27,1.0273049866614876e-27,3.510224426896941e-28,1.1988328687532902e-28,4.0923910236094185e-29,1.3963570862799595e-29,4.762364607280215e-30,1.623533306173244e-30,5.53245085959738e-31,0.2001867041045599,0.4653169209119367,0.6847808963628588,0.830111555691563,0.9143207086303524,0.9589318451705002,0.9810882123150221,0.991568290419693,0.9963395299915938,0.9984458966253426,0.9993525500894344,0.9997346181044029,0.9998927482610996,0.9999571882323389,0.9999830966106467,0.9999933906418941,0.9999974381069392,0.9999990147311356,0.9999996237615525,0.9999998572535871,0.9999999461601692,0.9999999798027939,0.999999992460972,0.9999999971988157,0.9999999989636228,0.9999999996180771,0.9999999998597722,0.9999999999486902,0.9999999999812856,0.9999999999931946,0.7998132958929721,0.5346830790871704,0.3152191036368186,0.16988844430832045,0.08567929136960542,0.041068154829484255,0.01891178768497224,0.008431709580304694,0.00366047000840513,0.0015541033746567254,0.0006474499105649887,0.0002653818955965545,0.00010725173889974961,4.281176766029942e-05,1.6903389352608064e-05,6.609358105271064e-06,2.5618930600701748e-06,9.852688638282287e-07,3.7623844688526644e-07,1.4274641236638274e-07,5.383982999188438e-08,2.0197205414434346e-08,7.539027270744914e-09,2.8011836555265537e-09,1.0363765229347612e-09,3.819222926278104e-10,1.402271427421327e-10,5.130919462365587e-11,1.8713735620358476e-11,6.804796152886883e-12,2.4673931160719745e-12,8.922826810823328e-13,3.2186486573543556e-13,1.1582766152986728e-13,3.069763014693146e-15,
2.493413367031409e-13,9.249022633763604e-15,3.313154976037053e-15,1.1844490278565473e-15,4.226325202697311e-16,1.5052943326651768e-16,5.352160842825572e-17,1.8998563490387423e-17,6.733309437436653e-18,2.3827735469075872e-18,8.419990264049178e-19,2.971265629661897e-19,1.0471219119096371e-19,3.685549047424726e-20,1.2956217635540427e-20,4.5493148927043946e-21,1.5956033449294539e-21,5.590278049875685e-22,1.9565401120138449e-22,6.84080767844851e-23,2.3894877778287582e-23,8.338650477592593e-24,2.907329206725034e-24,1.0127759726225514e-24,3.525055015526435e-25,1.225924484200619e-25,4.260084846812388e-26,1.4792458179520265e-26,5.132634944182088e-27,1.7796238021708768e-27,6.166138410104867e-28,2.135032924167159e-28,7.387725374819701e-29,2.554700596089013e-29,8.828771261940029e-30,0.13390414990271568,0.3555849331864756,0.5757829018663305,0.7459024027527736,0.8585567879551674,0.9256972944537178,0.9627480756318476,0.9820258112758913,0.9916002050656587,0.9961792629651127,0.9983018630482708,0.9992602276343123,0.9996833183545712,0.999866508908262,0.999944493993469,0.9999772007817131,0.9999907374541049,0.9999962740942592,0.9999985146743884,0.999999412720675,0.9999997695363902,0.9999999101828139,0.9999999652183711,0.9999999866099727,0.9999999948732837,0.9999999980470584,0.9999999992595758,0.9999999997205218,0.9999999998949456,0.9999999999606639,0.866095850082609,0.644415066808068,0.4242170981316469,0.2540975972464786,0.1414432120445567,0.07430270554618046,0.03725192436811475,0.017974188724094637,0.008399794934335767,0.003820737034884901,0.0016981369517277683,0.0007397723656868223,0.00031668164542791063,0.00013349109173720075,5.550600653011531e-05,2.2799218286072326e-05,9.262545894097636e-06,3.7259057400712747e-06,1.4853256108498639e-06,5.872793242388394e-07,2.3046360902348476e-07,8.981718520472189e-08,3.478162805824898e-08,1.3390026451076781e-08,5.126715462353019e-09,1.952940766884651e-09,7.40423292541829e-10,2.794774076467298e-10,1.0505354675952483e-10,3.933531892899775e-11,1.467449898724137e-11,5.455625203857396e-12,2.0216718004313347e-12,7.468596673868743e-13,2.5765109700724724e-14,
1.326676914304998e-12,6.140926857888895e-14,2.254899192146292e-14,8.258327778582399e-15,3.0170600472695755e-15,1.0996482653277302e-15,3.9989799315416844e-16,1.4511576595431484e-16,5.2552249889513344e-17,1.8994071733924197e-17,6.852217080065144e-18,2.4675411488952735e-18,8.870535517686443e-19,3.1835919638777656e-19,1.1407626745651486e-19,4.0814091828547974e-20,1.458098916392019e-20,5.201750796741176e-21,1.8531910739720836e-21,6.593562932445926e-22,2.3429849025709743e-22,8.315478471896706e-23,2.947755695158107e-23,1.0437569674685735e-23,3.691707351519785e-24,1.3043395233594343e-24,4.603671655726043e-25,1.6232388303542425e-25,5.717923548275387e-26,2.0122639040892325e-26,7.075130545988082e-27,2.4854133195189388e-27,8.72345716996703e-28,3.0592517449783133e-28,1.0719848337014478e-28,0.08956799324596368,0.26750574571453356,0.47371120133446465,0.6557788945908587,0.7914162814566169,0.881236357039962,0.9357592457301864,0.9667067812122632,0.9833579008466413,0.991934062798796,0.9961934609589798,0.9982448099056904,0.9992070229149752,0.9996481506696819,0.9998463736287367,0.9999338834300586,0.999971912877581,0.9999882080057938,0.9999951020984991,0.999997985457814,0.99999917882141,0.9999996680263624,0.9999998668170036,0.9999999469460797,0.9999999790044101,0.9999999917419675,0.9999999967704679,0.999999998743748,0.9999999995137797,0.9999999998126988,0.9104320066822038,0.7324942542580326,0.5262887986550989,0.3442211054051856,0.20858371854188862,0.11876364295947509,0.06424075426960194,0.033293218787657244,0.01664209915332849,0.008065937201192306,0.0038065390410153563,0.0017551900943073061,0.0007929770850234291,0.0003518493303169217,0.00015362637126220161,6.611656994037597e-05,2.808712241778176e-05,1.1791994205266378e-05,4.8979014999710485e-06,2.014542185100005e-06,8.211785890621983e-07,3.3197363664917043e-07,1.3318299545122958e-07,5.3053919196946745e-08,2.0995588939693408e-08,8.25803163346681e-09,3.2295310709751824e-09,1.2562510286150125e-09,4.86219268176559e-10,1.8730023857952797e-10,7.183151644421917e-11,2.7432926985783188e-11,1.0435431878524417e-11,3.954781570071209e-12,1.6678350281146553e-13,
6.039067701695181e-12,3.349009201715474e-13,1.259698644858721e-13,4.723305063484217e-14,1.7657137198338752e-14,6.58189376488656e-15,2.446779536303019e-15,9.072051079761262e-16,3.355309554098297e-16,1.2380059843597982e-16,4.5574256391889704e-17,1.6740333152428537e-17,6.136132750649342e-18,2.244645423384079e-18,8.19515553198417e-19,2.986450104760964e-19,1.086356316719651e-19,3.944908928051094e-20,1.4301331282826078e-20,5.176264400162875e-21,1.8706015841723873e-21,6.749849959092295e-22,2.4320744476698963e-22,8.750853166176956e-23,3.144376623685331e-23,1.1283614589031311e-23,4.04398420544689e-24,1.4475558961415609e-24,5.175380629249672e-25,1.8481871584531835e-25,6.592668554476295e-26,2.3491051949281992e-26,8.36148256313798e-27,2.973149861706441e-27,1.056125528371125e-27,0.05991170116786869,0.19877059384122314,0.3826773547062677,0.5653539700136864,0.7165662184704962,0.8267134683497374,0.8996537876677635,0.9445052883664253,0.9704936579184091,0.9848350658651561,0.9924326545566768,0.9963203838871206,0.9982512461131102,0.9991856304318871,0.999627599125432,0.9998324715699982,0.9999257433476454,0.9999675257276777,0.9999859714606685,0.9999940075791603,0.9999974666040764,0.9999989391273445,0.9999995596555444,0.9999998187127586,0.9999999259312544,0.9999999699517982,0.9999999878907075,0.9999999951502663,0.9999999980690043,0.999999999235355,0.940088298530906,0.8012294060406895,0.6173226452476522,0.43464602996841023,0.28343378152257626,0.17328653164759217,0.10034621233121072,0.05549471163318162,0.029506342081440384,0.015164934134786145,0.007567345443300666,0.003679616112870323,0.001748753886885778,0.0008143695681106229,0.00037240087456652825,0.00016752843000054002,7.425665235321005e-05,3.247427232114069e-05,1.4028539330391758e-05,5.992420838557807e-06,2.5333959225072317e-06,1.0608726543747485e-06,4.4034445442590627e-07,1.8128724022593325e-07,7.406874438229453e-08,3.00482007375937e-08,1.2109291261594684e-08,4.849732577327343e-09,1.9309945778953794e-09,7.646438492560134e-10,3.0122422864611745e-10,1.1808623422448913e-10,4.6079008575014377e-11,1.7902268103480477e-11,8.874093072274235e-13,
2.4172555016773866e-11,1.561510671243309e-12,6.012827068570633e-13,2.306809301197915e-13,8.819009873420433e-14,3.360267066108206e-14,1.2762609708052592e-14,4.832573186262311e-15,1.824518182347607e-15,6.86914447289662e-16,2.579243530436603e-16,9.659724943748516e-17,3.60881412857555e-17,1.3450351411259558e-17,5.0016317737604634e-18,1.8558212297575416e-18,6.871352109712024e-19,2.5390034696405076e-19,9.363344684283017e-20,3.44647629346915e-20,1.2662648318959644e-20,4.6441444239426415e-21,1.7003738693100972e-21,6.215341785754296e-22,2.268248726633383e-22,8.265011809858442e-23,3.007076432391047e-23,1.0924805509349319e-23,3.963422602042059e-24,1.4359283637833685e-24,5.195392813495184e-25,1.877344456302966e-25,6.775253053520719e-26,2.4421841121494297e-26,8.792599922080798e-27,0.04007471650024662,0.14622580502263896,0.3043873767173739,0.47894697089550936,0.6378896114138952,0.7641931946485722,0.8548022869691014,0.9148042945927294,0.95205470484402,0.9739813677344119,0.9863233656088366,0.9930103343568525,0.996515960949667,0.9983016930447974,0.9991885867442184,0.9996192789353753,0.9998242718532817,0.9999200938428442,0.9999641591390476,0.9999841246508285,0.9999930490342719,0.9999969888958588,0.9999987084675548,0.9999994511064869,0.9999997687150269,0.9999999033215629,0.9999999598895525,0.999999983475314,0.9999999932369796,0.9999999972492708,0.9599252823874882,0.8537741945300976,0.6956126231037127,0.5210530290332762,0.3621103885578915,0.2358068053402999,0.14519771302652784,0.08519570540556044,0.0479452951553129,0.02601863226532844,0.013676634391062367,0.0069896656431078195,0.003484039050317155,0.0016983069551957282,0.0008114132557782028,0.00038072106462257535,0.0001757281467166453,7.990615715443483e-05,3.5840860951061524e-05,1.5875349170122574e-05,6.950965726901606e-06,3.011104139927118e-06,1.2915324439396847e-06,5.488935116896835e-07,2.3128497168474093e-07,9.667843593414073e-08,4.011044618661827e-08,1.6524684575052424e-08,6.763019025114599e-09,2.750727937583771e-09,1.1122639182274803e-09,4.4726212290775357e-10,1.7891221365508513e-10,7.121325341989804e-11,4.039510168357982e-12,
8.679185308366422e-11,6.398081984233646e-12,2.520624273613857e-12,9.888895956914048e-13,3.8641501578692266e-13,1.5042013610408605e-13,5.834152313015059e-14,2.2549583368352398e-14,8.686663511493001e-15,3.335660792962338e-15,1.276974211076934e-15,4.874244039602456e-16,1.8552723829169024e-16,7.042564171615128e-17,2.6663762156023635e-17,1.0069821737116541e-17,3.7937772380226676e-18,1.42596660855202e-18,5.347738582448693e-19,2.0011894499391414e-19,7.473011778658667e-20,2.784986804568764e-20,1.0358567593261185e-20,3.8455017640399416e-21,1.4249821042562596e-21,5.271011770604899e-22,1.9463936252097179e-22,7.17533712088497e-23,2.640892398021581e-23,9.704579086281062e-24,3.560739751878689e-24,1.3045489115787603e-24,4.772603623857479e-25,1.7435834147320359e-25,6.361202605439232e-26,0.026805830434947574,0.1066854120989552,0.2389275289005731,0.39947565063631646,0.558949871892222,0.6962363754081753,0.8023005302984269,0.8775538843414384,0.9273872090923291,0.9585538703913811,0.9771287835803144,0.9877518944676308,0.9936141462950797,0.9967496290708104,0.998381038885799,0.9992092930995624,0.9996206501254614,0.9998209469263863,0.9999167410485676,0.9999618136922204,0.9999827068976059,0.9999922600736947,0.9999965733806244,0.9999984982808667,0.9999993480696026,0.9999997194755961,0.999999880287607,0.9999999493094844,0.9999999786924243,0.9999999911050305,0.9731941658759051,0.8933145863803815,0.7610724704762551,0.600524349109714,0.4410501280048159,0.30376362455029005,0.19769946968489727,0.122446115651896,0.07261279090501765,0.04144612960756666,0.022871216419269466,0.012248105532204815,0.0063858537048552075,0.003250370929163247,0.0016189611141899727,0.000790706900432516,0.0003793498745356124,0.00017905307361174773,8.325895143068668e-05,3.818630777813542e-05,1.7293102392694735e-05,7.73992630388696e-06,3.42661937415634e-06,1.5017191317037264e-06,6.519303959050735e-07,2.805244026134796e-07,1.1971239162561242e-07,5.069051399981976e-08,2.130757421740827e-08,8.894968010167798e-09,3.6891458750906604e-09,1.5206617599181467e-09,6.231704246251287e-10,2.539683034176164e-10,1.616893312158787e-11,
2.837908364550693e-10,2.3501795211616458e-11,9.467567159440802e-12,3.7962109295080925e-12,1.5154109872196836e-12,6.023736286139325e-13,2.3847255471173714e-13,9.404247354559344e-14,3.694828623181386e-14,1.4464924734254305e-14,5.64355314684469e-15,2.194637599764793e-15,8.507510703513458e-16,3.287942618997105e-16,1.26700282138047e-16,4.868659625113696e-17,1.865795477079294e-17,7.131541284344161e-18,2.7189878220703856e-18,1.0341256969356216e-18,3.923895235917853e-19,1.4855028911279014e-19,5.611435498601489e-20,2.1151911359275783e-20,7.956640954580444e-21,2.9870491301523797e-21,1.119216509663143e-21,4.1857226989438467e-22,1.562556505538034e-22,5.822817800027672e-23,2.1661329673589064e-23,8.04475391304705e-24,2.9828853172869798e-24,1.104271955538634e-24,4.081783572214152e-25,0.017930321361168948,0.07729827503192899,0.18541148832199195,0.3285982189670251,0.4826795921611367,0.6255269388146742,0.7437701438205288,0.8332575956739801,0.896220547793277,0.9379150779592327,0.9641449813847053,0.9799355586976989,0.9890851156190237,0.9942118804697171,0.9970006151961931,0.998477991720186,0.9992423117237146,0.9996293586820234,0.9998215876897452,0.9999153843469191,0.9999604161533985,0.9999817164345329,0.9999916541911158,0.9999962321775712,0.9999983163862877,0.999999254907564,0.999999673221974,0.999999857895894,0.9999999386962486,0.9999999737522898,0.9820696674804605,0.9227017202563272,0.8145885097010949,0.6714017802085324,0.5173204074970162,0.3744730610443565,0.25622985612164123,0.16674240430241363,0.10377945219713201,0.06208492203688761,0.03585501861373165,0.02006444130167356,0.010914884380724826,0.005788119530181962,0.002999384803765915,0.0015220082797970857,0.0007576882762777052,0.00037064131797271685,0.00017841231025229523,8.461565307894416e-05,3.9583846599847535e-05,1.828356546542574e-05,8.34580888263684e-06,3.7678224271631833e-06,1.6836137106025742e-06,7.450924343556878e-07,3.267780245027944e-07,1.42104104433915e-07,6.130374977404424e-08,2.62477084604145e-08,1.115836893845875e-08,4.711742063180752e-09,1.976911535718796e-09,8.244411462196788e-10,5.805475122653126e-11,
